# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 8.584334864281117916e-04 3.398228883743286133e-01 2.736705839633941650e-01 1.401313900947570801e+00 7.276565302163362503e-03 5.617813491821289062e+01 9.511454701423645020e-01 7.966637494973838329e-04 3.398228883743286133e-01 2.736705839633941650e-01 1.401313900947570801e+00 7.276565302163362503e-03 5.617813491821289062e+01 9.511454701423645020e-01
1.000000000000000000e+03 2.275280356407165527e-01 2.495976351201534271e-02 2.869960735552012920e-04 5.006568133831024170e-02 3.004798889160156250e-01 1.037940382957458496e+00 1.888171434402465820e-01 1.408236622810363770e-01 2.495976351201534271e-02 2.869960735552012920e-04 5.006568133831024170e-02 3.004798889160156250e-01 1.037940382957458496e+00 1.888171434402465820e-01
2.000000000000000000e+03 1.106399893760681152e-01 2.610004274174571037e-03 1.168974675238132477e-03 2.390545560047030449e-03 1.401950512081384659e-02 8.367614448070526123e-02 1.826055347919464111e-01 8.194346725940704346e-02 2.610004274174571037e-03 1.168974675238132477e-03 2.390545560047030449e-03 1.401950512081384659e-02 8.367614448070526123e-02 1.826055347919464111e-01
3.000000000000000000e+03 3.604600578546524048e-02 1.062101684510707855e-03 1.592418266227468848e-04 3.842124715447425842e-04 1.562451943755149841e-03 2.427472360432147980e-02 1.722123175859451294e-01 1.870795711874961853e-02 1.062101684510707855e-03 1.592418266227468848e-04 3.842124715447425842e-04 1.562451943755149841e-03 2.427472360432147980e-02 1.722123175859451294e-01
4.000000000000000000e+03 1.186166331171989441e-02 1.834670081734657288e-03 9.579140169080346823e-05 1.079890993423759937e-03 1.540623634355142713e-04 1.170828007161617279e-02 1.565384119749069214e-01 6.261336151510477066e-03 1.834670081734657288e-03 9.579140169080346823e-05 1.079890993423759937e-03 1.540623634355142713e-04 1.170828007161617279e-02 1.565384119749069214e-01
5.000000000000000000e+03 6.298549007624387741e-03 1.357090775854885578e-03 1.140717795351520181e-04 1.136269303970038891e-03 7.124403055058792233e-05 7.031368091702461243e-03 1.409885436296463013e-01 4.021907225251197815e-03 1.357090775854885578e-03 1.140717795351520181e-04 1.136269303970038891e-03 7.124403055058792233e-05 7.031368091702461243e-03 1.409885436296463013e-01
6.000000000000000000e+03 3.962055779993534088e-03 4.789335071109235287e-04 1.289222855120897293e-04 5.934129512752406299e-05 1.467493566451594234e-04 5.615964066237211227e-03 1.310063302516937256e-01 2.633084543049335480e-03 4.789335071109235287e-04 1.289222855120897293e-04 5.934129512752406299e-05 1.467493566451594234e-04 5.615964066237211227e-03 1.310063302516937256e-01
7.000000000000000000e+03 2.337893936783075333e-03 4.200566036161035299e-04 1.181347615784034133e-04 3.832935180980712175e-05 9.288798173656687140e-05 4.915673751384019852e-03 1.252470165491104126e-01 1.457397593185305595e-03 4.200566036161035299e-04 1.181347615784034133e-04 3.832935180980712175e-05 9.288798173656687140e-05 4.915673751384019852e-03 1.252470165491104126e-01
8.000000000000000000e+03 1.809261040762066841e-03 2.536798419896513224e-04 9.045661863638088107e-05 5.558807970373891294e-05 7.233033102238550782e-05 4.224509000778198242e-03 1.208719089627265930e-01 1.100150635465979576e-03 2.536798419896513224e-04 9.045661863638088107e-05 5.558807970373891294e-05 7.233033102238550782e-05 4.224509000778198242e-03 1.208719089627265930e-01
9.000000000000000000e+03 1.560782082378864288e-03 1.121758614317514002e-04 5.999134737066924572e-05 5.303747821017168462e-05 3.877566632581874728e-05 3.451153635978698730e-03 1.132161319255828857e-01 1.061735209077596664e-03 1.121758614317514002e-04 5.999134737066924572e-05 5.303747821017168462e-05 3.877566632581874728e-05 3.451153635978698730e-03 1.132161319255828857e-01
