# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 3.429009666433557868e-05 1.372002661228179932e-01 2.610570490360260010e-01 2.530578672885894775e-01 1.645582467317581177e-01 2.596623962745070457e-03 7.639715576171875000e+01 1.873024255037307739e-01 4.672521754400804639e-05 1.372002661228179932e-01 2.610570490360260010e-01 2.530578672885894775e-01 1.645582467317581177e-01 2.596623962745070457e-03 7.639715576171875000e+01 1.873024255037307739e-01
1.000000000000000000e+03 8.332558907568454742e-03 5.423433706164360046e-02 1.670702248811721802e-01 2.882125079631805420e-01 1.060942783951759338e-01 3.813217952847480774e-02 2.078645944595336914e+00 2.204185426235198975e-01 8.927001617848873138e-03 5.423433706164360046e-02 1.670702248811721802e-01 2.882125079631805420e-01 1.060942783951759338e-01 3.813217952847480774e-02 2.078645944595336914e+00 2.204185426235198975e-01
2.000000000000000000e+03 6.485602352768182755e-03 1.168926432728767395e-02 4.613546654582023621e-02 6.216498464345932007e-02 6.689543277025222778e-02 1.541249570436775684e-03 1.871588975191116333e-01 9.663017839193344116e-02 5.031345412135124207e-03 1.168926432728767395e-02 4.613546654582023621e-02 6.216498464345932007e-02 6.689543277025222778e-02 1.541249570436775684e-03 1.871588975191116333e-01 9.663017839193344116e-02
3.000000000000000000e+03 3.509176429361104965e-03 6.515657994896173477e-03 3.082787618041038513e-02 2.841557748615741730e-02 3.760759904980659485e-02 8.121348218992352486e-04 1.114154979586601257e-01 6.822967529296875000e-02 2.971916226670145988e-03 6.515657994896173477e-03 3.082787618041038513e-02 2.841557748615741730e-02 3.760759904980659485e-02 8.121348218992352486e-04 1.114154979586601257e-01 6.822967529296875000e-02
4.000000000000000000e+03 3.424880094826221466e-03 1.246989937499165535e-03 1.328467857092618942e-02 3.023933060467243195e-02 1.212068647146224976e-02 2.163729863241314888e-03 6.271783262491226196e-02 3.274405002593994141e-02 2.834358252584934235e-03 1.246989937499165535e-03 1.328467857092618942e-02 3.023933060467243195e-02 1.212068647146224976e-02 2.163729863241314888e-03 6.271783262491226196e-02 3.274405002593994141e-02
5.000000000000000000e+03 3.013768699020147324e-03 7.754695834591984749e-04 9.929145686328411102e-03 2.803137153387069702e-02 1.083282846957445145e-02 1.076598768122494221e-03 4.217929765582084656e-02 2.182907611131668091e-02 2.655180171132087708e-03 7.754695834591984749e-04 9.929145686328411102e-03 2.803137153387069702e-02 1.083282846957445145e-02 1.076598768122494221e-03 4.217929765582084656e-02 2.182907611131668091e-02
6.000000000000000000e+03 2.530071185901761055e-03 6.995012518018484116e-04 9.449338540434837341e-03 1.914297603070735931e-02 9.139589034020900726e-03 5.390241858549416065e-04 2.852137759327888489e-02 1.649569347500801086e-02 2.358161844313144684e-03 6.995012518018484116e-04 9.449338540434837341e-03 1.914297603070735931e-02 9.139589034020900726e-03 5.390241858549416065e-04 2.852137759327888489e-02 1.649569347500801086e-02
7.000000000000000000e+03 2.149767242372035980e-03 7.691357313888147473e-05 8.402660489082336426e-03 1.137129869312047958e-02 6.287397351115942001e-03 3.654881729744374752e-04 1.917697861790657043e-02 1.392356865108013153e-02 2.140423981472849846e-03 7.691357313888147473e-05 8.402660489082336426e-03 1.137129869312047958e-02 6.287397351115942001e-03 3.654881729744374752e-04 1.917697861790657043e-02 1.392356865108013153e-02
8.000000000000000000e+03 1.758348778821527958e-03 7.380879833362996578e-05 6.906182039529085159e-03 9.168647229671478271e-03 4.724850412458181381e-03 2.732602588366717100e-04 1.319079846143722534e-02 1.115110889077186584e-02 1.863343408331274986e-03 7.380879833362996578e-05 6.906182039529085159e-03 9.168647229671478271e-03 4.724850412458181381e-03 2.732602588366717100e-04 1.319079846143722534e-02 1.115110889077186584e-02
9.000000000000000000e+03 1.664052135311067104e-03 5.455499558593146503e-05 5.590984597802162170e-03 6.948526483029127121e-03 3.837723284959793091e-03 2.848618605639785528e-04 8.577306754887104034e-03 8.453484624624252319e-03 1.941464492119848728e-03 5.455499558593146503e-05 5.590984597802162170e-03 6.948526483029127121e-03 3.837723284959793091e-03 2.848618605639785528e-04 8.577306754887104034e-03 8.453484624624252319e-03
