# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 6.994671275606378913e-05 1.576314330101013184e+00 1.170827269554138184e+00 5.220552682876586914e-01 3.158881515264511108e-02 6.864825439453125000e+01 7.378613352775573730e-01 4.258460467099212110e-05 1.576314330101013184e+00 1.170827269554138184e+00 5.220552682876586914e-01 3.158881515264511108e-02 6.864825439453125000e+01 7.378613352775573730e-01
1.000000000000000000e+03 1.708175539970397949e-01 1.994327083230018616e-02 6.016367697156965733e-04 2.710865810513496399e-02 3.040651381015777588e-01 1.472298502922058105e+00 8.373706787824630737e-02 9.236443787813186646e-02 1.994327083230018616e-02 6.016367697156965733e-04 2.710865810513496399e-02 3.040651381015777588e-01 1.472298502922058105e+00 8.373706787824630737e-02
2.000000000000000000e+03 1.173297911882400513e-01 2.687626983970403671e-03 1.316455891355872154e-03 7.490132120437920094e-04 1.017674803733825684e-02 8.861003071069717407e-02 7.516974210739135742e-02 9.834890067577362061e-02 2.687626983970403671e-03 1.316455891355872154e-03 7.490132120437920094e-04 1.017674803733825684e-02 8.861003071069717407e-02 7.516974210739135742e-02
3.000000000000000000e+03 5.294460058212280273e-02 9.422958828508853912e-04 3.786933666560798883e-04 5.661716204485855997e-05 1.536289462819695473e-03 3.084800951182842255e-02 7.339728623628616333e-02 3.184400498867034912e-02 9.422958828508853912e-04 3.786933666560798883e-04 5.661716204485855997e-05 1.536289462819695473e-03 3.084800951182842255e-02 7.339728623628616333e-02
4.000000000000000000e+03 2.752814814448356628e-02 5.633053951896727085e-04 2.288888499606400728e-04 1.281888835364952683e-04 2.924239379353821278e-04 1.619633473455905914e-02 7.070158421993255615e-02 1.295722741633653641e-02 5.633053951896727085e-04 2.288888499606400728e-04 1.281888835364952683e-04 2.924239379353821278e-04 1.619633473455905914e-02 7.070158421993255615e-02
5.000000000000000000e+03 1.070721819996833801e-02 4.153155605308711529e-04 2.135492977686226368e-04 4.969520960003137589e-04 6.482380558736622334e-05 7.908550091087818146e-03 6.699079275131225586e-02 5.240613128989934921e-03 4.153155605308711529e-04 2.135492977686226368e-04 4.969520960003137589e-04 6.482380558736622334e-05 7.908550091087818146e-03 6.699079275131225586e-02
6.000000000000000000e+03 4.498005844652652740e-03 1.560438104206696153e-04 8.542538853362202644e-05 5.127109470777213573e-04 9.450232028029859066e-05 4.091037902981042862e-03 6.118973717093467712e-02 3.006132785230875015e-03 1.560438104206696153e-04 8.542538853362202644e-05 5.127109470777213573e-04 9.450232028029859066e-05 4.091037902981042862e-03 6.118973717093467712e-02
7.000000000000000000e+03 2.442623255774378777e-03 1.787503424566239119e-04 6.568636308657005429e-05 3.104696806985884905e-04 3.709893280756659806e-05 3.231179667636752129e-03 5.586447194218635559e-02 1.658836263231933117e-03 1.787503424566239119e-04 6.568636308657005429e-05 3.104696806985884905e-04 3.709893280756659806e-05 3.231179667636752129e-03 5.586447194218635559e-02
8.000000000000000000e+03 1.613165950402617455e-03 6.147721433080732822e-05 5.020403114031068981e-05 1.320458395639434457e-04 3.015705260622780770e-05 2.950955182313919067e-03 5.187329649925231934e-02 9.791357442736625671e-04 6.147721433080732822e-05 5.020403114031068981e-05 1.320458395639434457e-04 3.015705260622780770e-05 2.950955182313919067e-03 5.187329649925231934e-02
9.000000000000000000e+03 1.118974061682820320e-03 2.723298166529275477e-05 1.728233291942160577e-05 4.213979264022782445e-05 4.955346594215370715e-05 2.623351290822029114e-03 4.894351959228515625e-02 6.687135901302099228e-04 2.723298166529275477e-05 1.728233291942160577e-05 4.213979264022782445e-05 4.955346594215370715e-05 2.623351290822029114e-03 4.894351959228515625e-02
1.000000000000000000e+04 8.374741300940513611e-04 7.931585969345178455e-06 2.073470568575430661e-06 6.455092807300388813e-05 6.715963536407798529e-05 2.209763042628765106e-03 4.702727496623992920e-02 5.386500270105898380e-04 7.931585969345178455e-06 2.073470568575430661e-06 6.455092807300388813e-05 6.715963536407798529e-05 2.209763042628765106e-03 4.702727496623992920e-02
