# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.834972499636933208e-05 1.564406275749206543e+00 4.417275078594684601e-03 6.716539764404296875e+01 8.968924283981323242e-01 1.899197013699449599e-05 1.564406275749206543e+00 4.417275078594684601e-03 6.716539764404296875e+01 8.968924283981323242e-01
1.000000000000000000e+03 1.465331949293613434e-02 9.195364080369472504e-03 4.700687527656555176e-02 1.519832253456115723e+00 4.363097250461578369e-02 8.011898025870323181e-03 9.195364080369472504e-03 4.700687527656555176e-02 1.519832253456115723e+00 4.363097250461578369e-02
2.000000000000000000e+03 9.051111526787281036e-03 5.455189850181341171e-03 1.424892991781234741e-02 2.043234258890151978e-01 2.575149200856685638e-02 3.602058393880724907e-03 5.455189850181341171e-03 1.424892991781234741e-02 2.043234258890151978e-01 2.575149200856685638e-02
3.000000000000000000e+03 6.663309875875711441e-03 2.735848771408200264e-03 5.620853626169264317e-04 1.734527572989463806e-02 1.319548394531011581e-02 2.351383911445736885e-03 2.735848771408200264e-03 5.620853626169264317e-04 1.734527572989463806e-02 1.319548394531011581e-02
4.000000000000000000e+03 4.583600442856550217e-03 8.412403403781354427e-04 3.362508432473987341e-04 1.086816657334566116e-02 6.930847186595201492e-03 1.480290782637894154e-03 8.412403403781354427e-04 3.362508432473987341e-04 1.086816657334566116e-02 6.930847186595201492e-03
5.000000000000000000e+03 2.562294248491525650e-03 1.952442835317924619e-04 2.115168608725070953e-04 8.171068504452705383e-03 3.058251691982150078e-03 8.569399942643940449e-04 1.952442835317924619e-04 2.115168608725070953e-04 8.171068504452705383e-03 3.058251691982150078e-03
6.000000000000000000e+03 1.268925145268440247e-03 4.427388557814992964e-05 1.361038739560171962e-04 6.473646033555269241e-03 7.789349765516817570e-04 4.606241127476096153e-04 4.427388557814992964e-05 1.361038739560171962e-04 6.473646033555269241e-03 7.789349765516817570e-04
7.000000000000000000e+03 6.145884981378912926e-04 1.170935047412058339e-05 7.063643715810030699e-05 5.061582662165164948e-03 3.546438238117843866e-04 2.360929938731715083e-04 1.170935047412058339e-05 7.063643715810030699e-05 5.061582662165164948e-03 3.546438238117843866e-04
8.000000000000000000e+03 3.239739744458347559e-04 3.642019464678014629e-06 2.513593062758445740e-05 3.930508624762296677e-03 1.634879154153168201e-04 1.317498245043680072e-04 3.642019464678014629e-06 2.513593062758445740e-05 3.930508624762296677e-03 1.634879154153168201e-04
9.000000000000000000e+03 2.175964764319360256e-04 1.587213546372368000e-06 1.863753277575597167e-05 3.214431228116154671e-03 9.201360080623999238e-05 1.061797520378604531e-04 1.587213546372368000e-06 1.863753277575597167e-05 3.214431228116154671e-03 9.201360080623999238e-05
1.000000000000000000e+04 1.837163144955411553e-04 7.317498216252715793e-07 2.989450149470940232e-05 2.828704426065087318e-03 6.087865040171891451e-05 1.124494156101718545e-04 7.317498216252715793e-07 2.989450149470940232e-05 2.828704426065087318e-03 6.087865040171891451e-05
1.100000000000000000e+04 1.568083243910223246e-04 3.180983014772209572e-07 3.775327058974653482e-05 2.568173222243785858e-03 4.479385461308993399e-05 1.086175470845773816e-04 3.180983014772209572e-07 3.775327058974653482e-05 2.568173222243785858e-03 4.479385461308993399e-05
1.200000000000000000e+04 1.389126846333965659e-04 1.986809223808450042e-07 4.396786243887618184e-05 2.257714513689279556e-03 3.644847674877382815e-05 1.050608261721208692e-04 1.986809223808450042e-07 4.396786243887618184e-05 2.257714513689279556e-03 3.644847674877382815e-05
1.300000000000000000e+04 1.419369509676471353e-04 9.903379094566844287e-08 4.372965122456662357e-05 1.822379068471491337e-03 3.118428867310285568e-05 1.144449779530987144e-04 9.903379094566844287e-08 4.372965122456662357e-05 1.822379068471491337e-03 3.118428867310285568e-05
1.400000000000000000e+04 1.748519862303510308e-04 1.137205231316329446e-06 4.235206506564281881e-05 1.175577170215547085e-03 3.000878859893418849e-05 1.499500649515539408e-04 1.137205231316329446e-06 4.235206506564281881e-05 1.175577170215547085e-03 3.000878859893418849e-05
1.500000000000000000e+04 1.951066078618168831e-04 5.700671934505407989e-08 3.124752402072772384e-05 7.746904739178717136e-04 2.434623820590786636e-05 1.837492891354486346e-04 5.700671934505407989e-08 3.124752402072772384e-05 7.746904739178717136e-04 2.434623820590786636e-05
1.600000000000000000e+04 2.180017909267917275e-04 5.274556258427764988e-08 2.316215068276505917e-05 5.743217188864946365e-04 2.160202348022721708e-05 2.153893001377582550e-04 5.274556258427764988e-08 2.316215068276505917e-05 5.743217188864946365e-04 2.160202348022721708e-05
1.700000000000000000e+04 2.338371414225548506e-04 6.644841477054796997e-08 1.921810508065391332e-05 4.481475334614515305e-04 1.922386036312673241e-05 2.327425463590770960e-04 6.644841477054796997e-08 1.921810508065391332e-05 4.481475334614515305e-04 1.922386036312673241e-05
1.800000000000000000e+04 2.385258849244564772e-04 9.851085991385843954e-08 1.548538784845732152e-05 3.724163107108324766e-04 1.708617674012202770e-05 2.342212246730923653e-04 9.851085991385843954e-08 1.548538784845732152e-05 3.724163107108324766e-04 1.708617674012202770e-05
1.900000000000000000e+04 2.310184063389897346e-04 2.385301741014700383e-06 1.166472611657809466e-05 3.135090519208461046e-04 2.005433270824141800e-05 2.242556656710803509e-04 2.385301741014700383e-06 1.166472611657809466e-05 3.135090519208461046e-04 2.005433270824141800e-05
2.000000000000000000e+04 2.169325016438961029e-04 1.974173500229881029e-07 8.704192623554263264e-06 2.723357756622135639e-04 1.362373586744070053e-05 2.104985178448259830e-04 1.974173500229881029e-07 8.704192623554263264e-06 2.723357756622135639e-04 1.362373586744070053e-05
2.100000000000000000e+04 2.011640754062682390e-04 7.013281333456689026e-08 7.036192073428537697e-06 4.195321525912731886e-04 1.196128869196400046e-05 1.960519584827125072e-04 7.013281333456689026e-08 7.036192073428537697e-06 4.195321525912731886e-04 1.196128869196400046e-05
2.200000000000000000e+04 1.767359499353915453e-04 1.364883672749783727e-07 6.532238785439403728e-06 2.079140394926071167e-04 1.085323674487881362e-05 1.751839881762862206e-04 1.364883672749783727e-07 6.532238785439403728e-06 2.079140394926071167e-04 1.085323674487881362e-05
2.300000000000000000e+04 1.576206559548154473e-04 1.652366989901565830e-07 6.704322913719806820e-06 1.816934091039001942e-04 9.740409950609318912e-06 1.553642214275896549e-04 1.652366989901565830e-07 6.704322913719806820e-06 1.816934091039001942e-04 9.740409950609318912e-06
2.400000000000000000e+04 1.411981211276724935e-04 4.601460901199061482e-08 6.534258773172041401e-06 1.602235279278829694e-04 8.670054739923216403e-06 1.340559829259291291e-04 4.601460901199061482e-08 6.534258773172041401e-06 1.602235279278829694e-04 8.670054739923216403e-06
2.500000000000000000e+04 1.275277463719248772e-04 4.309468337737598631e-08 5.863575552211841568e-06 1.433821744285523891e-04 7.889208063716068864e-06 1.128436633734963834e-04 4.309468337737598631e-08 5.863575552211841568e-06 1.433821744285523891e-04 7.889208063716068864e-06
2.600000000000000000e+04 1.147184520959854126e-04 4.322671642853492813e-08 4.976628133590565994e-06 1.300519652431830764e-04 7.214417564682662487e-06 9.267687710234895349e-05 4.322671642853492813e-08 4.976628133590565994e-06 1.300519652431830764e-04 7.214417564682662487e-06
2.700000000000000000e+04 1.019277115119621158e-04 4.079715765215041756e-08 4.028718194604152814e-06 1.192955096485093236e-04 6.653534910583402961e-06 7.487448601750656962e-05 4.079715765215041756e-08 4.028718194604152814e-06 1.192955096485093236e-04 6.653534910583402961e-06
2.800000000000000000e+04 9.012471127789467573e-05 3.120396030453775893e-08 3.166553597111487761e-06 1.102574606193229556e-04 6.189015948621090502e-06 6.120957550592720509e-05 3.120396030453775893e-08 3.166553597111487761e-06 1.102574606193229556e-04 6.189015948621090502e-06
2.900000000000000000e+04 7.971871673362329602e-05 3.633527967394911684e-08 2.515333790142904036e-06 1.025984893203713000e-04 5.841597157996147871e-06 5.138044070918112993e-05 3.633527967394911684e-08 2.515333790142904036e-06 1.025984893203713000e-04 5.841597157996147871e-06
3.000000000000000000e+04 6.823400326538830996e-05 2.347839256344741443e-07 2.211636456195265055e-06 1.931790466187521815e-04 6.041052529326407239e-06 4.242175782565027475e-05 2.347839256344741443e-07 2.211636456195265055e-06 1.931790466187521815e-04 6.041052529326407239e-06
3.000000000000000000e+04 6.823400326538830996e-05 2.347839256344741443e-07 2.211636456195265055e-06 1.931790466187521815e-04 6.041052529326407239e-06 4.242175782565027475e-05 2.347839256344741443e-07 2.211636456195265055e-06 1.931790466187521815e-04 6.041052529326407239e-06
3.100000000000000000e+04 3.716190622071735561e-05 1.406854295282755629e-07 2.134881697202217765e-06 6.420311547117307782e-05 5.392157618189230561e-06 3.716190622071735561e-05 1.406854295282755629e-07 2.134881697202217765e-06 6.420311547117307782e-05 5.392157618189230561e-06
3.200000000000000000e+04 2.615167613839730620e-05 9.518289090237885830e-08 2.492489102223771624e-06 4.725070903077721596e-05 4.691963113145902753e-06 2.615167613839730620e-05 9.518289090237885830e-08 2.492489102223771624e-06 4.725070903077721596e-05 4.691963113145902753e-06
3.300000000000000000e+04 1.705860267975367606e-05 3.968923678598912375e-08 1.500245843999437056e-06 3.381928036105819046e-05 4.338271082815481350e-06 1.705860267975367606e-05 3.968923678598912375e-08 1.500245843999437056e-06 3.381928036105819046e-05 4.338271082815481350e-06
3.400000000000000000e+04 1.273473299079341814e-05 3.690297134539832768e-08 1.278491595257946756e-06 2.879981730075087398e-05 4.047918992000631988e-06 1.273473299079341814e-05 3.690297134539832768e-08 1.278491595257946756e-06 2.879981730075087398e-05 4.047918992000631988e-06
3.500000000000000000e+04 1.028490260068792850e-05 2.931311371412448352e-08 6.871530331409303471e-07 2.622794272610917687e-05 3.753387318283785135e-06 1.028490260068792850e-05 2.931311371412448352e-08 6.871530331409303471e-07 2.622794272610917687e-05 3.753387318283785135e-06
3.600000000000000000e+04 9.096196663449518383e-06 3.762302469567657681e-08 9.785378551896428689e-07 2.267877061967737973e-05 3.531306447257520631e-06 9.096196663449518383e-06 3.762302469567657681e-08 9.785378551896428689e-07 2.267877061967737973e-05 3.531306447257520631e-06
3.700000000000000000e+04 7.979289875947870314e-06 2.500884654921264882e-08 5.805877663078717887e-07 1.981154127861373127e-05 3.328817911096848547e-06 7.979289875947870314e-06 2.500884654921264882e-08 5.805877663078717887e-07 1.981154127861373127e-05 3.328817911096848547e-06
3.800000000000000000e+04 6.653408945567207411e-06 2.624204142875896650e-08 4.196692202640406322e-07 1.813400558603461832e-05 3.072645768043003045e-06 6.653408945567207411e-06 2.624204142875896650e-08 4.196692202640406322e-07 1.813400558603461832e-05 3.072645768043003045e-06
3.900000000000000000e+04 5.062487161922035739e-06 1.746207978214897594e-08 5.071304940429399721e-07 1.620723742234986275e-05 2.938873649327433668e-06 5.062487161922035739e-06 1.746207978214897594e-08 5.071304940429399721e-07 1.620723742234986275e-05 2.938873649327433668e-06
3.933400000000000000e+04 4.600181910063838586e-06 1.217533984743113251e-08 5.137048901815433055e-07 1.606018122402019799e-05 2.885247113226796500e-06 3.852551344607491046e-06 1.217533984743113251e-08 5.137048901815433055e-07 1.606018122402019799e-05 2.885247113226796500e-06
3.933400000000000000e+04 4.696226824307814240e-06 1.217533984743113251e-08 5.137048901815433055e-07 1.606018122402019799e-05 2.885247113226796500e-06 3.852551344607491046e-06 1.217533984743113251e-08 5.137048901815433055e-07 1.606018122402019799e-05 2.885247113226796500e-06
4.000000000000000000e+04 4.386738964967662469e-06 1.971441854209388111e-08 4.863546223532466684e-07 1.596070433151908219e-05 2.874002120734076016e-06 3.706231382238911465e-06 1.971441854209388111e-08 4.863546223532466684e-07 1.596070433151908219e-05 2.874002120734076016e-06
4.100000000000000000e+04 4.214901309751439840e-06 1.241950631225563484e-08 4.421177095537132118e-07 1.589771272847428918e-05 2.825857791322050616e-06 3.539351837389403954e-06 1.241950631225563484e-08 4.421177095537132118e-07 1.589771272847428918e-05 2.825857791322050616e-06
4.133500000000000000e+04 4.152705059823347256e-06 8.842140353237937234e-09 4.245002003244735533e-07 1.591540058143436909e-05 2.807783403113717213e-06 3.522243105180677958e-06 8.842140353237937234e-09 4.245002003244735533e-07 1.591540058143436909e-05 2.807783403113717213e-06
4.135400000000000000e+04 4.152647306909784675e-06 8.843197285557380383e-09 4.245230229571461678e-07 1.591522595845162868e-05 2.807794544423813932e-06 3.522220140439458191e-06 8.843197285557380383e-09 4.245230229571461678e-07 1.591522595845162868e-05 2.807794544423813932e-06
