# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 2.140664946637116373e-05 2.234920859336853027e-01 5.189511179924011230e-01 9.985719807446002960e-03 6.367584466934204102e-01 8.437540382146835327e-04 6.739912414550781250e+01 4.075965583324432373e-01 8.548478035663720220e-06 2.234920859336853027e-01 5.189511179924011230e-01 9.985719807446002960e-03 6.367584466934204102e-01 8.437540382146835327e-04 6.739912414550781250e+01 4.075965583324432373e-01
1.000000000000000000e+03 1.526910439133644104e-02 3.388955444097518921e-02 7.386066764593124390e-02 3.142832517623901367e-01 1.128725856542587280e-01 5.211500450968742371e-02 2.348285198211669922e+00 2.042084336280822754e-01 4.330611322075128555e-03 3.388955444097518921e-02 7.386066764593124390e-02 3.142832517623901367e-01 1.128725856542587280e-01 5.211500450968742371e-02 2.348285198211669922e+00 2.042084336280822754e-01
2.000000000000000000e+03 1.012942008674144745e-02 3.971399273723363876e-03 4.247098043560981750e-02 6.410411745309829712e-02 5.364419892430305481e-02 1.001880853436887264e-03 1.111119687557220459e-01 1.329040378332138062e-01 1.450425712391734123e-03 3.971399273723363876e-03 4.247098043560981750e-02 6.410411745309829712e-02 5.364419892430305481e-02 1.001880853436887264e-03 1.111119687557220459e-01 1.329040378332138062e-01
3.000000000000000000e+03 5.507431924343109131e-03 1.964642200618982315e-03 2.989393472671508789e-02 3.247102349996566772e-02 2.018854208290576935e-02 6.330136093311011791e-04 8.473792672157287598e-02 8.849412947893142700e-02 1.539758406579494476e-03 1.964642200618982315e-03 2.989393472671508789e-02 3.247102349996566772e-02 2.018854208290576935e-02 6.330136093311011791e-04 8.473792672157287598e-02 8.849412947893142700e-02
4.000000000000000000e+03 3.940476570278406143e-03 6.524123600684106350e-04 1.721842214465141296e-02 3.055956028401851654e-02 1.237402856349945068e-02 9.576848824508488178e-04 5.556991696357727051e-02 5.203896388411521912e-02 1.813931157812476158e-03 6.524123600684106350e-04 1.721842214465141296e-02 3.055956028401851654e-02 1.237402856349945068e-02 9.576848824508488178e-04 5.556991696357727051e-02 5.203896388411521912e-02
5.000000000000000000e+03 2.523072529584169388e-03 2.505486481823027134e-04 1.349259261041879654e-02 3.144075721502304077e-02 1.189184561371803284e-02 5.636900314129889011e-04 3.704753145575523376e-02 4.065484181046485901e-02 1.497650169767439365e-03 2.505486481823027134e-04 1.349259261041879654e-02 3.144075721502304077e-02 1.189184561371803284e-02 5.636900314129889011e-04 3.704753145575523376e-02 4.065484181046485901e-02
6.000000000000000000e+03 1.767060253769159317e-03 3.188501868862658739e-04 1.228140573948621750e-02 2.627161704003810883e-02 1.199246570467948914e-02 4.902787040919065475e-04 2.737425826489925385e-02 3.156040608882904053e-02 1.287996768951416016e-03 3.188501868862658739e-04 1.228140573948621750e-02 2.627161704003810883e-02 1.199246570467948914e-02 4.902787040919065475e-04 2.737425826489925385e-02 3.156040608882904053e-02
7.000000000000000000e+03 1.671102247200906277e-03 1.727551134536042809e-04 1.015536487102508545e-02 1.624547131359577179e-02 1.110790483653545380e-02 6.517833680845797062e-04 1.960187405347824097e-02 2.541267871856689453e-02 1.481222338043153286e-03 1.727551134536042809e-04 1.015536487102508545e-02 1.624547131359577179e-02 1.110790483653545380e-02 6.517833680845797062e-04 1.960187405347824097e-02 2.541267871856689453e-02
8.000000000000000000e+03 1.734118093736469746e-03 4.286256080376915634e-05 7.806876674294471741e-03 1.141067594289779663e-02 8.481282740831375122e-03 5.796525510959327221e-04 1.413218770176172256e-02 2.153241634368896484e-02 1.647470286116003990e-03 4.286256080376915634e-05 7.806876674294471741e-03 1.141067594289779663e-02 8.481282740831375122e-03 5.796525510959327221e-04 1.413218770176172256e-02 2.153241634368896484e-02
9.000000000000000000e+03 1.869869185611605644e-03 3.749318784684874117e-05 6.070004776120185852e-03 9.671990759670734406e-03 6.757841445505619049e-03 4.785145574714988470e-04 1.120040379464626312e-02 1.863535121083259583e-02 1.802187995053827763e-03 3.749318784684874117e-05 6.070004776120185852e-03 9.671990759670734406e-03 6.757841445505619049e-03 4.785145574714988470e-04 1.120040379464626312e-02 1.863535121083259583e-02
1.000000000000000000e+04 1.994156045839190483e-03 4.842785710934549570e-05 4.612851422280073166e-03 6.771208252757787704e-03 5.348890088498592377e-03 3.422535082791000605e-04 8.454758673906326294e-03 1.499545108526945114e-02 1.864089048467576504e-03 4.842785710934549570e-05 4.612851422280073166e-03 6.771208252757787704e-03 5.348890088498592377e-03 3.422535082791000605e-04 8.454758673906326294e-03 1.499545108526945114e-02
1.100000000000000000e+04 1.782992039807140827e-03 6.096416836953721941e-05 3.437652019783854485e-03 4.860654007643461227e-03 4.185147583484649658e-03 1.413836871506646276e-04 6.104611326009035110e-03 1.170914061367511749e-02 1.613592379726469517e-03 6.096416836953721941e-05 3.437652019783854485e-03 4.860654007643461227e-03 4.185147583484649658e-03 1.413836871506646276e-04 6.104611326009035110e-03 1.170914061367511749e-02
1.200000000000000000e+04 1.592766842804849148e-03 4.398585224407725036e-05 2.754162298515439034e-03 3.661366878077387810e-03 3.239489160478115082e-03 1.149591407738626003e-04 4.829023033380508423e-03 9.004745632410049438e-03 1.404830021783709526e-03 4.398585224407725036e-05 2.754162298515439034e-03 3.661366878077387810e-03 3.239489160478115082e-03 1.149591407738626003e-04 4.829023033380508423e-03 9.004745632410049438e-03
1.300000000000000000e+04 1.531520392745733261e-03 3.436546830926090479e-05 2.270709723234176636e-03 2.588942646980285645e-03 2.226509619504213333e-03 1.003651414066553116e-04 3.869410837069153786e-03 7.004820741713047028e-03 1.312742242589592934e-03 3.436546830926090479e-05 2.270709723234176636e-03 2.588942646980285645e-03 2.226509619504213333e-03 1.003651414066553116e-04 3.869410837069153786e-03 7.004820741713047028e-03
1.400000000000000000e+04 1.400184701196849346e-03 3.299709715065546334e-05 1.817119657061994076e-03 1.761015970259904861e-03 1.473934040404856205e-03 1.018140173982828856e-04 3.108123783022165298e-03 5.650718696415424347e-03 1.118274289183318615e-03 3.299709715065546334e-05 1.817119657061994076e-03 1.761015970259904861e-03 1.473934040404856205e-03 1.018140173982828856e-04 3.108123783022165298e-03 5.650718696415424347e-03
1.500000000000000000e+04 1.320443232543766499e-03 2.194364242313895375e-05 1.427200855687260628e-03 1.256255782209336758e-03 9.674321045167744160e-04 9.249310824088752270e-05 2.530888887122273445e-03 4.654365591704845428e-03 1.003326498903334141e-03 2.194364242313895375e-05 1.427200855687260628e-03 1.256255782209336758e-03 9.674321045167744160e-04 9.249310824088752270e-05 2.530888887122273445e-03 4.654365591704845428e-03
1.600000000000000000e+04 1.281734323129057884e-03 1.821795194700825959e-05 1.097974600270390511e-03 9.145397343672811985e-04 6.976689910516142845e-04 7.412421109620481730e-05 2.143269870430231094e-03 3.875947091728448868e-03 9.283056715503334999e-04 1.821795194700825959e-05 1.097974600270390511e-03 9.145397343672811985e-04 6.976689910516142845e-04 7.412421109620481730e-05 2.143269870430231094e-03 3.875947091728448868e-03
1.700000000000000000e+04 1.254993607290089130e-03 1.794840318325441331e-05 7.425448275171220303e-04 6.431833025999367237e-04 6.263726390898227692e-04 6.426862091757357121e-05 1.919617643579840660e-03 3.261903533712029457e-03 8.861363166943192482e-04 1.794840318325441331e-05 7.425448275171220303e-04 6.431833025999367237e-04 6.263726390898227692e-04 6.426862091757357121e-05 1.919617643579840660e-03 3.261903533712029457e-03
1.800000000000000000e+04 1.175127574242651463e-03 1.564079320814926177e-05 5.708890384994447231e-04 4.286735202185809612e-04 4.054208402521908283e-04 6.297721847658976912e-05 1.726562273688614368e-03 2.824472729116678238e-03 8.292138809338212013e-04 1.564079320814926177e-05 5.708890384994447231e-04 4.286735202185809612e-04 4.054208402521908283e-04 6.297721847658976912e-05 1.726562273688614368e-03 2.824472729116678238e-03
1.900000000000000000e+04 1.109511591494083405e-03 2.398835385974962264e-05 3.391114296391606331e-04 3.191197465639561415e-04 4.170223546680063009e-04 6.336079968605190516e-05 1.678047934547066689e-03 2.501160837709903717e-03 8.175928378477692604e-04 2.398835385974962264e-05 3.391114296391606331e-04 3.191197465639561415e-04 4.170223546680063009e-04 6.336079968605190516e-05 1.678047934547066689e-03 2.501160837709903717e-03
2.000000000000000000e+04 1.067211851477622986e-03 1.235049785464070737e-05 2.780125651042908430e-04 2.045515138888731599e-04 2.087746979668736458e-04 6.353562639560550451e-05 1.526800449937582016e-03 2.218963112682104111e-03 8.448029984720051289e-04 1.235049785464070737e-05 2.780125651042908430e-04 2.045515138888731599e-04 2.087746979668736458e-04 6.353562639560550451e-05 1.526800449937582016e-03 2.218963112682104111e-03
2.100000000000000000e+04 1.041758689098060131e-03 1.670992605795618147e-05 2.026301808655261993e-04 1.511442096671089530e-04 1.456555037293583155e-04 6.409102206816896796e-05 1.460457337088882923e-03 2.034473931416869164e-03 8.686081855557858944e-04 1.670992605795618147e-05 2.026301808655261993e-04 1.511442096671089530e-04 1.456555037293583155e-04 6.409102206816896796e-05 1.460457337088882923e-03 2.034473931416869164e-03
2.200000000000000000e+04 1.013745670206844807e-03 1.103626800613710657e-05 1.508729619672521949e-04 1.127010618802160025e-04 1.123367910622619092e-04 6.317037332337349653e-05 1.405741902999579906e-03 1.908649806864559650e-03 8.629407966509461403e-04 1.103626800613710657e-05 1.508729619672521949e-04 1.127010618802160025e-04 1.123367910622619092e-04 6.317037332337349653e-05 1.405741902999579906e-03 1.908649806864559650e-03
2.300000000000000000e+04 9.904684266075491905e-04 1.049350248649716377e-05 1.285014732275158167e-04 9.273753676097840071e-05 7.775896665407344699e-05 6.146848318167030811e-05 1.364164985716342926e-03 1.806966960430145264e-03 8.512352360412478447e-04 1.049350248649716377e-05 1.285014732275158167e-04 9.273753676097840071e-05 7.775896665407344699e-05 6.146848318167030811e-05 1.364164985716342926e-03 1.806966960430145264e-03
2.400000000000000000e+04 9.708724101074039936e-04 1.046187571773771197e-05 9.975151624530553818e-05 7.228285539895296097e-05 6.745968130417168140e-05 6.042919267201796174e-05 1.323627191595733166e-03 1.709198346361517906e-03 8.396902121603488922e-04 1.046187571773771197e-05 9.975151624530553818e-05 7.228285539895296097e-05 6.745968130417168140e-05 6.042919267201796174e-05 1.323627191595733166e-03 1.709198346361517906e-03
