# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.970530720427632332e-04 5.743399262428283691e-01 2.466844767332077026e-01 5.232936516404151917e-02 6.641079711914062500e+01 2.555898427963256836e-01 1.722503802739083767e-04 5.743399262428283691e-01 2.466844767332077026e-01 5.232936516404151917e-02 6.641079711914062500e+01 2.555898427963256836e-01
1.000000000000000000e+03 1.740662008523941040e-01 1.462577842175960541e-02 2.985187433660030365e-02 2.958514392375946045e-01 8.404375314712524414e-01 2.340111695230007172e-02 1.175286844372749329e-01 1.462577842175960541e-02 2.985187433660030365e-02 2.958514392375946045e-01 8.404375314712524414e-01 2.340111695230007172e-02
2.000000000000000000e+03 8.086632192134857178e-02 3.705170820467174053e-04 9.298172080889344215e-04 7.174855098128318787e-03 9.084621071815490723e-02 1.188699807971715927e-02 6.754470616579055786e-02 3.705170820467174053e-04 9.298172080889344215e-04 7.174855098128318787e-03 9.084621071815490723e-02 1.188699807971715927e-02
3.000000000000000000e+03 4.548843577504158020e-02 3.984668001066893339e-04 4.222360148560255766e-04 1.502205035649240017e-03 3.441020101308822632e-02 5.443089641630649567e-03 2.874382585287094116e-02 3.984668001066893339e-04 4.222360148560255766e-04 1.502205035649240017e-03 3.441020101308822632e-02 5.443089641630649567e-03
4.000000000000000000e+03 2.222680859267711639e-02 1.446930982638150454e-04 1.632922794669866562e-04 1.082481394405476749e-04 1.739482954144477844e-02 3.338132984936237335e-03 1.177125424146652222e-02 1.446930982638150454e-04 1.632922794669866562e-04 1.082481394405476749e-04 1.739482954144477844e-02 3.338132984936237335e-03
5.000000000000000000e+03 9.483458474278450012e-03 1.318107206316199154e-05 4.840621113544330001e-05 1.409926917403936386e-04 7.725183386355638504e-03 2.025642199441790581e-03 6.593108642846345901e-03 1.318107206316199154e-05 4.840621113544330001e-05 1.409926917403936386e-04 7.725183386355638504e-03 2.025642199441790581e-03
6.000000000000000000e+03 6.572611629962921143e-03 2.744986431935103610e-06 2.843871334334835410e-05 2.063635620288550854e-04 4.376912955194711685e-03 5.602766177617013454e-04 5.282856058329343796e-03 2.744986431935103610e-06 2.843871334334835410e-05 2.063635620288550854e-04 4.376912955194711685e-03 5.602766177617013454e-04
7.000000000000000000e+03 3.975444007664918900e-03 1.599191477907879744e-06 5.938567937846528366e-06 1.281181757804006338e-04 3.045533783733844757e-03 2.043862768914550543e-04 3.194154007360339165e-03 1.599191477907879744e-06 5.938567937846528366e-06 1.281181757804006338e-04 3.045533783733844757e-03 2.043862768914550543e-04
8.000000000000000000e+03 2.318179234862327576e-03 3.252583837820566259e-07 4.362397305612830678e-07 4.045129389851354063e-05 2.129483735188841820e-03 1.190748807857744396e-04 1.788057736121118069e-03 3.252583837820566259e-07 4.362397305612830678e-07 4.045129389851354063e-05 2.129483735188841820e-03 1.190748807857744396e-04
9.000000000000000000e+03 1.561183249577879906e-03 1.422250619498299784e-07 2.172746462747454643e-07 1.734223769744858146e-05 1.549456035718321800e-03 7.986302807694301009e-05 1.152599230408668518e-03 1.422250619498299784e-07 2.172746462747454643e-07 1.734223769744858146e-05 1.549456035718321800e-03 7.986302807694301009e-05
1.000000000000000000e+04 1.088901073671877384e-03 1.023116311671401490e-07 1.509861959902991657e-07 2.338301237614359707e-05 1.208887551911175251e-03 5.853442416992038488e-05 7.556421915069222450e-04 1.023116311671401490e-07 1.509861959902991657e-07 2.338301237614359707e-05 1.208887551911175251e-03 5.853442416992038488e-05
1.100000000000000000e+04 7.701457943767309189e-04 7.469442380170221440e-07 1.298362093393734540e-07 3.257148273405618966e-05 9.806844172999262810e-04 4.649913171306252480e-05 4.930685972794890404e-04 7.469442380170221440e-07 1.298362093393734540e-07 3.257148273405618966e-05 9.806844172999262810e-04 4.649913171306252480e-05
1.200000000000000000e+04 5.057941889390349388e-04 2.477887335317063844e-07 4.416463923462288221e-07 3.618608025135472417e-05 7.992172613739967346e-04 3.750947871594689786e-05 3.003801393788307905e-04 2.477887335317063844e-07 4.416463923462288221e-07 3.618608025135472417e-05 7.992172613739967346e-04 3.750947871594689786e-05
1.300000000000000000e+04 2.837518113665282726e-04 7.579867400409057154e-08 7.641965282800811110e-08 3.161072527291253209e-05 6.611919379793107510e-04 3.100555477431043983e-05 1.700237917248159647e-04 7.579867400409057154e-08 7.641965282800811110e-08 3.161072527291253209e-05 6.611919379793107510e-04 3.100555477431043983e-05
1.400000000000000000e+04 1.783978659659624100e-04 6.879038210172438994e-06 9.915470400301273912e-06 2.315365418326109648e-05 5.700520123355090618e-04 4.620365143637172878e-05 1.340012386208400130e-04 6.879038210172438994e-06 9.915470400301273912e-06 2.315365418326109648e-05 5.700520123355090618e-04 4.620365143637172878e-05
1.500000000000000000e+04 1.577371149323880672e-04 5.216717909206636250e-06 1.065917331288801506e-06 1.634793625271413475e-05 5.141436122357845306e-04 2.572021003288682550e-05 1.410578988725319505e-04 5.216717909206636250e-06 1.065917331288801506e-06 1.634793625271413475e-05 5.141436122357845306e-04 2.572021003288682550e-05
1.600000000000000000e+04 1.429533731425181031e-04 9.830937131027894793e-08 5.607137509855419921e-08 1.378990327793871984e-05 4.823417111765593290e-04 2.187131212849635631e-05 1.359046291327103972e-04 9.830937131027894793e-08 5.607137509855419921e-08 1.378990327793871984e-05 4.823417111765593290e-04 2.187131212849635631e-05
1.700000000000000000e+04 1.298306597163900733e-04 1.012757095963934262e-07 6.193181434355210513e-08 1.298727329412940890e-05 4.565386043395847082e-04 1.972837344510480762e-05 1.275653339689597487e-04 1.012757095963934262e-07 6.193181434355210513e-08 1.298727329412940890e-05 4.565386043395847082e-04 1.972837344510480762e-05
