# step, loss_train, loss_test, metrics_test
1.800000000000000000e+04 1.187219386338256299e-04 9.906599984788044821e-08 7.446702454672049498e-08 1.267467632715124637e-05 4.340716113802045584e-04 1.773790427250787616e-05 1.193841162603348494e-04 9.906599984788044821e-08 7.446702454672049498e-08 1.267467632715124637e-05 4.340716113802045584e-04 1.773790427250787616e-05
1.900000000000000000e+04 1.092982856789603829e-04 1.012910288977764139e-07 9.338298667671551812e-08 1.304021952819311991e-05 4.107208224013447762e-04 1.613477616047021002e-05 1.119971639127470553e-04 1.012910288977764139e-07 9.338298667671551812e-08 1.304021952819311991e-05 4.107208224013447762e-04 1.613477616047021002e-05
2.000000000000000000e+04 1.014652152662165463e-04 8.082753311100532301e-08 6.361362636653211666e-08 1.314396649831905961e-05 3.896063135471194983e-04 1.452899959986098111e-05 1.053150990628637373e-04 8.082753311100532301e-08 6.361362636653211666e-08 1.314396649831905961e-05 3.896063135471194983e-04 1.452899959986098111e-05
2.100000000000000000e+04 9.474062972003594041e-05 7.443218663638617727e-08 7.088230802310135914e-08 1.272146164410514757e-05 3.698845393955707550e-04 1.321134641329990700e-05 9.892431990010663867e-05 7.443218663638617727e-08 7.088230802310135914e-08 1.272146164410514757e-05 3.698845393955707550e-04 1.321134641329990700e-05
2.200000000000000000e+04 8.911069016903638840e-05 1.048312583407096099e-07 6.825656839737348491e-08 1.479253023717319593e-05 3.874492249451577663e-04 1.209096444654278457e-05 9.260453225579112768e-05 1.048312583407096099e-07 6.825656839737348491e-08 1.479253023717319593e-05 3.874492249451577663e-04 1.209096444654278457e-05
2.300000000000000000e+04 8.281142072519287467e-05 5.647066103620090871e-08 5.184245210898552614e-08 1.069978588930098340e-05 3.318034578114748001e-04 1.112796235247515142e-05 8.575116953579708934e-05 5.647066103620090871e-08 5.184245210898552614e-08 1.069978588930098340e-05 3.318034578114748001e-04 1.112796235247515142e-05
2.400000000000000000e+04 7.684883894398808479e-05 2.307437654280874995e-07 5.238115932115761098e-07 9.340979886474087834e-06 3.119621542282402515e-04 1.125284506997559220e-05 7.867563545005396008e-05 2.307437654280874995e-07 5.238115932115761098e-07 9.340979886474087834e-06 3.119621542282402515e-04 1.125284506997559220e-05
2.500000000000000000e+04 7.142744289012625813e-05 4.481774951159422926e-08 4.348748561255888490e-08 7.881812962295953184e-06 2.906817826442420483e-04 9.601968486094847322e-06 7.187707524280995131e-05 4.481774951159422926e-08 4.348748561255888490e-08 7.881812962295953184e-06 2.906817826442420483e-04 9.601968486094847322e-06
2.600000000000000000e+04 6.794699584133923054e-05 3.126340573089692043e-07 1.603681454298566678e-07 6.405396561603993177e-06 2.672346890904009342e-04 9.160002264252398163e-06 6.715697963954880834e-05 3.126340573089692043e-07 1.603681454298566678e-07 6.405396561603993177e-06 2.672346890904009342e-04 9.160002264252398163e-06
2.700000000000000000e+04 6.666025001322850585e-05 8.047173594150081044e-08 1.551805866029098979e-07 6.045338977855863050e-06 2.544003364164382219e-04 8.539457667211536318e-06 6.432821828639134765e-05 8.047173594150081044e-08 1.551805866029098979e-07 6.045338977855863050e-06 2.544003364164382219e-04 8.539457667211536318e-06
2.800000000000000000e+04 6.694922922179102898e-05 3.466316300659855187e-08 2.954621258766110259e-08 3.926201316062361002e-06 2.300511550856754184e-04 8.000915840966627002e-06 6.377518730005249381e-05 3.466316300659855187e-08 2.954621258766110259e-08 3.926201316062361002e-06 2.300511550856754184e-04 8.000915840966627002e-06
2.900000000000000000e+04 6.814942753408104181e-05 2.758942585501245048e-08 2.241147356585315720e-08 3.581455530365929008e-06 2.033532946370542049e-04 7.557580374850658700e-06 6.369282345985993743e-05 2.758942585501245048e-08 2.241147356585315720e-08 3.581455530365929008e-06 2.033532946370542049e-04 7.557580374850658700e-06
3.000000000000000000e+04 6.840074638603255153e-05 2.800305942685099581e-08 3.293941475135397923e-08 2.846665665856562555e-06 1.847757957875728607e-04 7.194079444161616266e-06 6.315650534816086292e-05 2.800305942685099581e-08 3.293941475135397923e-08 2.846665665856562555e-06 1.847757957875728607e-04 7.194079444161616266e-06
3.000000000000000000e+04 6.840074638603255153e-05 2.800305942685099581e-08 3.293941475135397923e-08 2.846665665856562555e-06 1.847757957875728607e-04 7.194079444161616266e-06 6.315650534816086292e-05 2.800305942685099581e-08 3.293941475135397923e-08 2.846665665856562555e-06 1.847757957875728607e-04 7.194079444161616266e-06
3.100000000000000000e+04 3.059559458051808178e-05 3.274472959446939058e-08 2.054846603982696251e-08 1.170649852610949893e-06 7.686071330681443214e-05 5.927224719926016405e-06 3.059559458051808178e-05 3.274472959446939058e-08 2.054846603982696251e-08 1.170649852610949893e-06 7.686071330681443214e-05 5.927224719926016405e-06
3.200000000000000000e+04 1.727437847875989974e-05 3.669651249538219417e-08 4.298613731634759461e-08 1.099577886520819447e-07 6.487637438112869859e-05 4.619287210516631603e-06 1.727437847875989974e-05 3.669651249538219417e-08 4.298613731634759461e-08 1.099577886520819447e-07 6.487637438112869859e-05 4.619287210516631603e-06
3.300000000000000000e+04 1.428823179594473913e-05 2.201485216346554807e-08 1.660288617699734459e-08 2.797790443764824886e-07 5.389444049797020853e-05 3.789179118030006066e-06 1.428823179594473913e-05 2.201485216346554807e-08 1.660288617699734459e-08 2.797790443764824886e-07 5.389444049797020853e-05 3.789179118030006066e-06
3.400000000000000000e+04 1.246483589056879282e-05 1.737258514822315192e-08 1.905109847655239719e-08 1.050269275992832263e-07 4.847758100368082523e-05 3.095978854616987519e-06 1.246483589056879282e-05 1.737258514822315192e-08 1.905109847655239719e-08 1.050269275992832263e-07 4.847758100368082523e-05 3.095978854616987519e-06
3.450000000000000000e+04 1.171322219306603074e-05 2.477203864259536203e-08 2.745377436497165036e-08 1.498668353860921343e-07 4.641125997295603156e-05 2.868188175852992572e-06 9.373419743496924639e-06 2.477203864259536203e-08 2.745377436497165036e-08 1.498668353860921343e-07 4.641125997295603156e-05 2.868188175852992572e-06
3.450000000000000000e+04 1.182100368168903515e-05 2.477203864259536203e-08 2.745377436497165036e-08 1.498668353860921343e-07 4.641125997295603156e-05 2.868188175852992572e-06 9.373419743496924639e-06 2.477203864259536203e-08 2.745377436497165036e-08 1.498668353860921343e-07 4.641125997295603156e-05 2.868188175852992572e-06
3.500000000000000000e+04 1.155347672465723008e-05 1.097407675842987373e-08 8.962478759144687501e-09 1.281929371543810703e-07 4.656197052099741995e-05 2.782664978440152481e-06 9.165385563392192125e-06 1.097407675842987373e-08 8.962478759144687501e-09 1.281929371543810703e-07 4.656197052099741995e-05 2.782664978440152481e-06
3.600000000000000000e+04 1.128742678702110425e-05 1.068129584780308505e-08 8.819617036692761758e-09 9.515876797649980290e-08 4.673128205467946827e-05 2.698626985875307582e-06 8.955200428317766637e-06 1.068129584780308505e-08 8.819617036692761758e-09 9.515876797649980290e-08 4.673128205467946827e-05 2.698626985875307582e-06
3.650100000000000000e+04 1.134032663685502484e-05 1.079214762000901828e-08 8.343546298306137032e-09 8.581340438240658841e-08 4.660574268200434744e-05 2.652884859344339930e-06 9.001116268336772919e-06 1.079214762000901828e-08 8.343546298306137032e-09 8.581340438240658841e-08 4.660574268200434744e-05 2.652884859344339930e-06
3.652300000000000000e+04 1.134005196945508942e-05 1.077804689941785909e-08 8.338674639674081845e-09 8.567720044538873481e-08 4.660452759708277881e-05 2.652795274116215296e-06 9.000776117318309844e-06 1.077804689941785909e-08 8.338674639674081845e-09 8.567720044538873481e-08 4.660452759708277881e-05 2.652795274116215296e-06
